Sale_ID,Date,Brand,Product_Type,Country,Sales_Channel,Payment_Method,Price_USD,Units_Sold,Revenue_USD
303,10/10/2025,Fenty Beauty,Blush,USA,Beauty Salon,Cash,52.3,2,104.6
304,2/24/2025,MAC,Eyeliner,UAE,Mall,Card,110.58,34,3759.72
305,5/17/2025,Dior,Highlighter,Canada,Retail Store,Digital Wallet,96.42,6,578.52
306,4/26/2025,Maybelline,Lipstick,Germany,Beauty Salon,Card,39.5,6,237
307,10/10/2025,Maybelline,Mascara,UK,Beauty Salon,Card,59.74,41,2449.34
308,11/27/2025,L'Oreal,Foundation,UAE,Retail Store,Digital Wallet,95.2,37,3522.4
309,10/18/2025,L'Oreal,Blush,USA,Retail Store,Card,59.68,3,179.04
310,1/9/2025,MAC,Highlighter,UK,Mall,Cash,115.57,38,4391.66
311,10/16/2025,Dior,Highlighter,Saudi Arabia,Online,Digital Wallet,32.65,25,816.25
312,6/27/2025,Huda Beauty,Lipstick,France,Beauty Salon,Card,11.18,28,313.04
313,1/16/2025,Estee Lauder,Eyeliner,France,Beauty Salon,Card,77.92,29,2259.68
314,4/6/2025,NARS,Lipstick,India,Retail Store,Digital Wallet,83.16,43,3575.88
315,2/7/2025,NARS,Mascara,Germany,Mall,Card,14.43,10,144.3
316,2/24/2025,Estee Lauder,Concealer,India,Online,Cash,15.52,20,310.4
317,2/14/2025,NARS,Lipstick,USA,Online,Card,26.55,29,769.95
318,10/11/2025,Dior,Highlighter,USA,Mall,Card,15.7,39,612.3
319,7/18/2025,Huda Beauty,Mascara,Germany,Retail Store,Cash,94.6,47,4446.2
320,5/18/2025,MAC,Lipstick,Saudi Arabia,Beauty Salon,Card,39.63,32,1268.16
321,8/4/2025,Dior,Blush,UAE,Beauty Salon,Digital Wallet,39.47,5,197.35
322,11/12/2025,MAC,Blush,USA,Beauty Salon,Card,27.49,7,192.43
323,11/14/2025,Estee Lauder,Concealer,Germany,Retail Store,Card,48.69,22,1071.18
324,6/14/2025,Huda Beauty,Eyeshadow,France,Retail Store,Card,74.37,45,3346.65
325,6/13/2025,Estee Lauder,Eyeliner,France,Beauty Salon,Card,38.52,45,1733.4
326,7/21/2025,Huda Beauty,Mascara,USA,Beauty Salon,Digital Wallet,46.98,37,1738.26
327,4/18/2025,L'Oreal,Highlighter,Canada,Retail Store,Digital Wallet,55.42,19,1052.98
328,6/5/2025,MAC,Highlighter,Germany,Online,Card,32.83,43,1411.69
329,11/3/2025,NARS,Foundation,France,Online,Cash,60.11,26,1562.86
330,5/8/2025,MAC,Foundation,Germany,Mall,Card,80.62,23,1854.26
331,2/24/2025,Huda Beauty,Eyeliner,Canada,Mall,Card,6.21,17,105.57
332,8/26/2025,MAC,Concealer,USA,Beauty Salon,Cash,93.82,38,3565.16
333,6/1/2025,L'Oreal,Mascara,France,Mall,Card,52.84,6,317.04
334,8/22/2025,Estee Lauder,Concealer,Canada,Online,Card,95.19,34,3236.46
335,12/23/2025,Fenty Beauty,Foundation,UK,Online,Card,57.03,5,285.15
336,11/28/2025,Huda Beauty,Mascara,Saudi Arabia,Mall,Digital Wallet,17.58,11,193.38
337,8/7/2025,NARS,Mascara,Saudi Arabia,Beauty Salon,Card,115.22,15,1728.3
338,1/15/2025,Estee Lauder,Highlighter,Germany,Online,Digital Wallet,89.8,13,1167.4
339,4/20/2025,L'Oreal,Lipstick,Saudi Arabia,Mall,Card,28.67,49,1404.83
340,4/11/2025,Estee Lauder,Concealer,Germany,Beauty Salon,Digital Wallet,57.62,17,979.54
341,2/28/2025,MAC,Blush,UK,Retail Store,Card,45.01,30,1350.3
342,3/2/2025,MAC,Concealer,Saudi Arabia,Beauty Salon,Card,32.44,8,259.52
343,11/2/2025,NARS,Mascara,Canada,Retail Store,Digital Wallet,20.85,25,521.25
344,3/27/2025,MAC,Concealer,Canada,Online,Card,61.31,9,551.79
345,1/5/2025,NARS,Eyeshadow,Germany,Beauty Salon,Card,60.73,13,789.49
346,12/30/2025,MAC,Lipstick,USA,Retail Store,Card,101.59,32,3250.88
347,1/17/2025,Fenty Beauty,Mascara,Canada,Beauty Salon,Digital Wallet,36.61,35,1281.35
348,9/19/2025,Fenty Beauty,Concealer,USA,Beauty Salon,Digital Wallet,18.02,8,144.16
349,4/22/2025,Huda Beauty,Blush,USA,Beauty Salon,Card,118.82,7,831.74
350,6/28/2025,Estee Lauder,Lipstick,UAE,Retail Store,Digital Wallet,104.15,6,624.9
351,10/29/2025,NARS,Mascara,Saudi Arabia,Retail Store,Cash,84.25,46,3875.5
352,1/31/2025,Fenty Beauty,Mascara,France,Mall,Card,70.56,35,2469.6
353,10/21/2025,L'Oreal,Mascara,Germany,Online,Card,35.74,33,1179.42
354,12/2/2025,Huda Beauty,Mascara,France,Retail Store,Digital Wallet,19.59,9,176.31
355,7/21/2025,Fenty Beauty,Highlighter,Germany,Beauty Salon,Cash,61.29,37,2267.73
356,11/21/2025,L'Oreal,Highlighter,India,Mall,Card,96.38,50,4819
357,9/7/2025,L'Oreal,Eyeshadow,France,Online,Digital Wallet,42.64,1,42.64
358,7/23/2025,Huda Beauty,Eyeshadow,India,Mall,Card,30.05,28,841.4
359,6/22/2025,Estee Lauder,Concealer,USA,Online,Cash,67.94,9,611.46
360,11/17/2025,Maybelline,Lipstick,Saudi Arabia,Beauty Salon,Card,95.15,30,2854.5
361,1/1/2025,Huda Beauty,Mascara,India,Retail Store,Card,119.06,28,3333.68
362,2/17/2025,L'Oreal,Concealer,Saudi Arabia,Online,Card,80.28,17,1364.76
363,11/17/2025,Huda Beauty,Highlighter,UK,Online,Cash,40.13,45,1805.85
364,4/20/2025,Huda Beauty,Eyeshadow,USA,Online,Digital Wallet,59.83,9,538.47
365,6/25/2025,MAC,Eyeshadow,UK,Retail Store,Card,98.97,28,2771.16
366,2/15/2025,L'Oreal,Concealer,France,Mall,Cash,89.04,7,623.28
367,7/15/2025,MAC,Mascara,UK,Online,Digital Wallet,93.95,49,4603.55
368,11/29/2025,Huda Beauty,Mascara,Germany,Beauty Salon,Cash,23.87,23,549.01
369,2/14/2025,L'Oreal,Highlighter,France,Beauty Salon,Card,108.11,9,972.99
370,3/13/2025,L'Oreal,Eyeliner,India,Online,Digital Wallet,33.5,42,1407
371,6/4/2025,Huda Beauty,Highlighter,India,Online,Cash,28.63,39,1116.57
372,9/11/2025,Estee Lauder,Lipstick,USA,Mall,Card,49.38,16,790.08
373,3/9/2025,NARS,Concealer,Saudi Arabia,Beauty Salon,Cash,49.49,37,1831.13
374,1/9/2025,Fenty Beauty,Eyeliner,USA,Online,Card,72.55,1,72.55
375,9/17/2025,NARS,Highlighter,Germany,Online,Digital Wallet,37.95,46,1745.7
376,10/2/2025,Fenty Beauty,Lipstick,India,Online,Digital Wallet,66.83,10,668.3
377,4/15/2025,Dior,Highlighter,UK,Mall,Digital Wallet,117.05,10,1170.5
378,8/12/2025,Maybelline,Eyeliner,UK,Beauty Salon,Cash,88.95,16,1423.2
379,8/21/2025,Fenty Beauty,Mascara,UK,Online,Digital Wallet,75.41,4,301.64
380,3/12/2025,Estee Lauder,Concealer,India,Retail Store,Card,85.67,11,942.37
381,3/6/2025,L'Oreal,Foundation,France,Beauty Salon,Card,91.22,18,1641.96
382,9/26/2025,L'Oreal,Eyeshadow,Canada,Mall,Cash,12.35,46,568.1
383,9/13/2025,Dior,Mascara,India,Online,Digital Wallet,103.83,11,1142.13
384,12/12/2025,Maybelline,Foundation,USA,Retail Store,Cash,88.12,15,1321.8
385,8/30/2025,MAC,Foundation,Germany,Retail Store,Card,46.86,10,468.6
386,5/8/2025,Dior,Blush,UK,Mall,Cash,52.87,47,2484.89
387,9/15/2025,MAC,Eyeliner,USA,Beauty Salon,Cash,82.43,4,329.72
388,8/27/2025,Fenty Beauty,Concealer,UK,Beauty Salon,Cash,104.59,50,5229.5
389,7/8/2025,Fenty Beauty,Eyeliner,Canada,Mall,Digital Wallet,28.08,37,1038.96
390,9/10/2025,Huda Beauty,Eyeliner,Saudi Arabia,Online,Card,119.75,50,5987.5
391,1/13/2025,Maybelline,Concealer,USA,Beauty Salon,Digital Wallet,31.79,23,731.17
392,6/7/2025,Huda Beauty,Highlighter,Canada,Online,Cash,16.95,34,576.3
393,12/31/2025,Huda Beauty,Highlighter,France,Beauty Salon,Digital Wallet,37.18,3,111.54
394,2/13/2025,MAC,Highlighter,UK,Online,Card,71.79,33,2369.07
395,12/6/2025,Fenty Beauty,Blush,France,Beauty Salon,Digital Wallet,115.89,16,1854.24
396,6/17/2025,Huda Beauty,Lipstick,UAE,Retail Store,Digital Wallet,41.58,18,748.44
397,2/25/2025,Estee Lauder,Eyeshadow,France,Beauty Salon,Cash,22.87,11,251.57
398,10/2/2025,Huda Beauty,Eyeshadow,India,Beauty Salon,Card,46.2,50,2310
399,3/3/2025,Fenty Beauty,Foundation,UAE,Mall,Cash,15.4,44,677.6
400,2/16/2025,NARS,Foundation,India,Mall,Cash,86.78,23,1995.94
401,1/16/2025,Huda Beauty,Lipstick,Canada,Online,Cash,114.49,29,3320.21
402,3/4/2025,Huda Beauty,Mascara,UAE,Beauty Salon,Card,6.38,50,319
403,12/18/2025,L'Oreal,Blush,UK,Online,Cash,77.48,42,3254.16
404,4/12/2025,MAC,Lipstick,France,Online,Cash,108.79,29,3154.91
405,8/25/2025,NARS,Highlighter,Canada,Online,Card,10.82,37,400.34
406,12/16/2025,Huda Beauty,Mascara,India,Mall,Card,54.07,23,1243.61
407,3/18/2025,Huda Beauty,Blush,Canada,Beauty Salon,Digital Wallet,8.98,40,359.2
408,9/3/2025,NARS,Mascara,Germany,Retail Store,Digital Wallet,12.01,18,216.18
409,9/27/2025,Maybelline,Highlighter,France,Beauty Salon,Digital Wallet,33.65,35,1177.75
410,9/6/2025,Dior,Highlighter,India,Retail Store,Cash,44.56,37,1648.72
411,6/13/2025,Fenty Beauty,Foundation,Canada,Mall,Digital Wallet,73.67,2,147.34
412,4/30/2025,Huda Beauty,Eyeliner,India,Online,Cash,117.01,7,819.07
413,10/22/2025,Dior,Mascara,Saudi Arabia,Retail Store,Digital Wallet,102.35,25,2558.75
414,6/12/2025,Dior,Foundation,France,Retail Store,Digital Wallet,97.71,45,4396.95
415,4/7/2025,Fenty Beauty,Mascara,Canada,Online,Cash,101.22,32,3239.04
416,1/29/2025,Maybelline,Eyeshadow,USA,Mall,Digital Wallet,31.75,15,476.25
417,4/14/2025,MAC,Concealer,USA,Online,Cash,97.74,22,2150.28
418,10/28/2025,L'Oreal,Concealer,UK,Mall,Digital Wallet,86.04,10,860.4
419,12/6/2025,Dior,Blush,France,Retail Store,Cash,50.49,7,353.43
420,8/12/2025,Dior,Mascara,France,Retail Store,Digital Wallet,96.06,32,3073.92
421,10/29/2025,Fenty Beauty,Blush,Saudi Arabia,Retail Store,Digital Wallet,98.66,25,2466.5
422,1/1/2025,NARS,Foundation,Saudi Arabia,Mall,Digital Wallet,114.11,37,4222.07
423,4/24/2025,Estee Lauder,Mascara,France,Online,Cash,78.56,7,549.92
424,6/27/2025,L'Oreal,Concealer,Canada,Online,Card,117.97,11,1297.67
425,4/18/2025,Dior,Blush,UK,Online,Cash,33.7,5,168.5
426,7/17/2025,MAC,Highlighter,Canada,Beauty Salon,Card,55.4,27,1495.8
427,10/7/2025,Huda Beauty,Mascara,Canada,Online,Cash,48.16,31,1492.96
428,5/31/2025,L'Oreal,Lipstick,France,Retail Store,Card,7.31,17,124.27
429,3/24/2025,L'Oreal,Concealer,Canada,Online,Card,89.18,36,3210.48
430,12/1/2025,MAC,Foundation,UK,Mall,Cash,23.97,28,671.16
431,4/8/2025,Fenty Beauty,Blush,India,Retail Store,Cash,52.07,36,1874.52
432,1/26/2025,Estee Lauder,Mascara,USA,Mall,Cash,50.18,36,1806.48
433,8/7/2025,Estee Lauder,Eyeliner,UK,Online,Cash,15.08,43,648.44
434,3/29/2025,Estee Lauder,Lipstick,India,Beauty Salon,Card,78.39,6,470.34
435,9/8/2025,L'Oreal,Highlighter,Saudi Arabia,Mall,Card,107.91,17,1834.47
436,7/9/2025,Fenty Beauty,Eyeshadow,Canada,Mall,Cash,26.46,3,79.38
437,5/18/2025,L'Oreal,Lipstick,France,Beauty Salon,Digital Wallet,69.89,10,698.9
438,4/27/2025,NARS,Eyeshadow,UAE,Beauty Salon,Card,68.66,25,1716.5
439,2/10/2025,Maybelline,Mascara,UK,Beauty Salon,Cash,50.4,46,2318.4
440,3/27/2025,MAC,Foundation,Germany,Online,Digital Wallet,116.8,13,1518.4
441,8/11/2025,MAC,Blush,France,Online,Cash,28.22,41,1157.02
442,7/18/2025,Dior,Blush,Canada,Online,Digital Wallet,68.98,36,2483.28
443,11/16/2025,L'Oreal,Highlighter,Saudi Arabia,Retail Store,Digital Wallet,72.57,27,1959.39
444,10/29/2025,L'Oreal,Lipstick,India,Mall,Card,72.01,7,504.07
445,5/16/2025,Estee Lauder,Foundation,Saudi Arabia,Mall,Card,49.05,32,1569.6
446,3/15/2025,NARS,Foundation,Germany,Mall,Digital Wallet,76.1,44,3348.4
447,5/2/2025,Fenty Beauty,Concealer,USA,Mall,Card,10.67,31,330.77
448,6/9/2025,L'Oreal,Eyeliner,Saudi Arabia,Mall,Digital Wallet,37.24,32,1191.68
449,8/15/2025,Fenty Beauty,Highlighter,UK,Retail Store,Card,94.01,21,1974.21
450,4/19/2025,Estee Lauder,Concealer,USA,Retail Store,Cash,110.04,27,2971.08
451,6/9/2025,MAC,Foundation,Saudi Arabia,Retail Store,Cash,86.6,26,2251.6
452,1/30/2025,Maybelline,Concealer,UAE,Mall,Card,33.69,30,1010.7
453,8/26/2025,L'Oreal,Foundation,UAE,Mall,Card,63.09,41,2586.69
454,11/1/2025,Dior,Concealer,Saudi Arabia,Mall,Digital Wallet,56.3,31,1745.3
455,12/19/2025,NARS,Foundation,Saudi Arabia,Retail Store,Cash,15.4,2,30.8
456,11/28/2025,Fenty Beauty,Highlighter,USA,Online,Card,30.89,14,432.46
457,3/9/2025,Maybelline,Eyeliner,India,Mall,Digital Wallet,79.45,39,3098.55
458,12/30/2025,NARS,Concealer,Canada,Mall,Cash,78.92,28,2209.76
459,8/27/2025,NARS,Lipstick,USA,Mall,Digital Wallet,39.75,34,1351.5
460,11/28/2025,Fenty Beauty,Lipstick,Canada,Online,Card,73.28,19,1392.32
461,5/22/2025,Fenty Beauty,Blush,UAE,Retail Store,Digital Wallet,78.67,18,1416.06
462,5/4/2025,NARS,Concealer,Saudi Arabia,Online,Digital Wallet,108.46,39,4229.94
463,9/12/2025,NARS,Highlighter,Germany,Online,Digital Wallet,119.71,17,2035.07
464,12/29/2025,Dior,Eyeliner,Canada,Mall,Digital Wallet,119.4,13,1552.2
465,6/3/2025,MAC,Blush,UK,Beauty Salon,Cash,102.22,43,4395.46
466,5/13/2025,MAC,Concealer,UK,Retail Store,Card,88.4,36,3182.4
467,4/25/2025,NARS,Concealer,France,Mall,Digital Wallet,90.58,20,1811.6
468,5/31/2025,Estee Lauder,Foundation,UK,Beauty Salon,Cash,58.33,8,466.64
469,9/14/2025,NARS,Blush,Germany,Online,Cash,18.78,44,826.32
470,3/12/2025,NARS,Eyeshadow,Saudi Arabia,Mall,Digital Wallet,119.12,22,2620.64
471,4/3/2025,Dior,Mascara,France,Online,Cash,94.58,32,3026.56
472,8/20/2025,MAC,Mascara,Canada,Online,Cash,36.46,49,1786.54
473,11/11/2025,NARS,Highlighter,Canada,Beauty Salon,Cash,54.88,28,1536.64
474,1/20/2025,Dior,Foundation,France,Retail Store,Cash,66.38,47,3119.86
475,12/13/2025,Huda Beauty,Eyeliner,France,Mall,Cash,5.47,47,257.09
476,2/22/2025,Fenty Beauty,Mascara,UK,Online,Card,49.11,38,1866.18
477,5/29/2025,Dior,Highlighter,Saudi Arabia,Mall,Card,57.43,34,1952.62
478,7/3/2025,NARS,Foundation,UAE,Retail Store,Digital Wallet,91.26,11,1003.86
479,3/9/2025,MAC,Lipstick,France,Online,Card,29.29,2,58.58
480,11/24/2025,Maybelline,Foundation,UK,Online,Cash,34.42,35,1204.7
481,12/20/2025,NARS,Lipstick,India,Beauty Salon,Digital Wallet,18.32,29,531.28
482,3/20/2025,Maybelline,Blush,Germany,Online,Digital Wallet,28.63,44,1259.72
483,9/24/2025,MAC,Highlighter,UK,Online,Card,36.05,39,1405.95
484,2/28/2025,Huda Beauty,Eyeliner,India,Retail Store,Card,95.25,32,3048
485,12/27/2025,Maybelline,Eyeshadow,UAE,Beauty Salon,Card,52.12,11,573.32
486,5/1/2025,L'Oreal,Lipstick,Canada,Retail Store,Cash,5.31,43,228.33
487,9/19/2025,L'Oreal,Blush,UAE,Beauty Salon,Card,13.63,47,640.61
488,5/16/2025,MAC,Foundation,India,Mall,Digital Wallet,58.39,7,408.73
489,6/10/2025,L'Oreal,Foundation,USA,Retail Store,Digital Wallet,53.99,8,431.92
490,11/28/2025,Estee Lauder,Blush,UK,Mall,Card,24.61,23,566.03
491,4/4/2025,Estee Lauder,Blush,Germany,Beauty Salon,Card,18.09,26,470.34
492,11/29/2025,L'Oreal,Mascara,USA,Retail Store,Cash,106.9,11,1175.9
493,8/2/2025,Estee Lauder,Mascara,Germany,Mall,Digital Wallet,109.79,31,3403.49
494,1/15/2025,MAC,Eyeshadow,Canada,Online,Card,104.2,47,4897.4
495,8/14/2025,Dior,Foundation,UAE,Mall,Digital Wallet,10.29,17,174.93
496,9/25/2025,L'Oreal,Highlighter,UAE,Beauty Salon,Card,84.15,40,3366
497,12/6/2025,MAC,Foundation,USA,Retail Store,Digital Wallet,82.77,25,2069.25
498,8/29/2025,L'Oreal,Eyeshadow,France,Retail Store,Card,102.97,11,1132.67
499,5/23/2025,NARS,Highlighter,UAE,Online,Card,10.79,15,161.85
500,8/16/2025,L'Oreal,Eyeshadow,Canada,Mall,Cash,97.15,29,2817.35
